source	target	type
MIR21	PTEN	association
MIR21	RECK	association
MIR21	SERPINB5	association
MIR21	SPRY2	association
MIR21	TIMP3	association
MIR21	TP63	association
MIR21	TPM1	association
MIR214	PTEN	association
MIR221	PTEN	association
MIR221	TIMP3	association
MIR222	PTEN	association
MIR222	TIMP3	association
MIR223	STMN1	association
MIR223	TP53	association
MIR224	MMP9	association
MIR224	PAK4	association
MIR26A1	PTEN	association
MIR29A	PDGFRA	association
MIR30A	PDGFA	association
MIR30A	PLCG1	association
MIR30A	PRKCA	association
MIR30A	TP53	association
MIR30A	UBE2I	association
MIR31	RDX	association
MIR31	RHOA	association
MIR326	NOTCH1	association
MIR335	SOX4	association
MIR335	TNC	association
MIR34A	NOTCH1	association
MIR34A	SIRT1	association
MIR34B	NOTCH1	association
MIR602	RASSF1	association
MIR7-1	PRKCA	association
MIR7-1	SHC1	association
MIR9-1	NFKB1	association
MIRLET7A1	TRIM71	association
MIRLET7C	MYC	association
MIRLET7C	STAT3	association
MIS12	XPO1	physical-association
MKNK1	SPRY2	physical-association
MLH1	MLH3	physical-association
MLH1	MSH2	physical-association
MLH1	MSH3	physical-association
MLH1	MSH6	physical-association
MLH1	PCNA	physical-association
MLH1	PMS2	physical-association
MLH1	POLD1	association
MLH1	POLD2	association
MLH1	POLD3	association
MLH1	POLD4	association
MLH1	RPA1	association
MLH1	RPA2	association
MLH1	RPA3	association
MLN	PIK3CA	association
MLN	PIK3R5	association
MLNR	PIK3CA	association
MLNR	PIK3R5	association
MLST8	MTOR	physical-association
MLST8	PDPK1	association
MLST8	RPS6KB1	physical-association
MLST8	RPTOR	physical-association
MLXIPL	PRKACA	physical-association
MMP1	MMP10	physical-association
MMP1	MMP11	physical-association
MMP1	MMP14	association
MMP1	MMP15	association
MMP1	MMP19	association
MMP1	MMP2	physical-association
MMP1	MMP3	physical-association
MMP1	MMP7	physical-association
MMP1	MMP9	physical-association
MMP1	NID1	physical-association
MMP1	PLG	physical-association
MMP1	PRSS1	physical-association
MMP1	PRSS2	physical-association
MMP1	TPSAB1	physical-association
MMP10	MMP3	association
MMP10	MMP9	association
MMP11	MMP3	association
MMP11	MMP9	association
MMP13	MMP3	physical-association
MMP14	MMP16	association
MMP14	MMP3	association
MMP14	MMP9	association
MMP15	MMP3	association
MMP15	MMP9	association
MMP16	TIMP2	association
MMP19	MMP3	association
MMP19	MMP9	association
MMP2	MMP3	association
MMP3	MMP7	physical-association
MMP3	NID1	physical-association
MMP3	PLG	physical-association
MMP3	PRKCA	association
MMP3	PRSS1	physical-association
MMP3	PRSS2	association
MMP3	SPP1	physical-association
MMP9	NID1	physical-association
MMP9	PRSS2	physical-association
MMP9	TIMP1	physical-association
MNAT1	PCNA	association
MNAT1	POLD3	association
MNAT1	PSMC1	association
MNAT1	RB1	association
MNAT1	SKP2	association
MNAT1	TCEB1	physical-association
MNAT1	TCEB2	physical-association
MND1	RAD51	association
MOB1A	STK4	physical-association
MOB1A	YWHAE	association
MOB1B	STK4	physical-association
MOB1B	YWHAE	association
MORF4L1	TRRAP	physical-association
MORF4L2	TRRAP	physical-association
MOV10	NOTCH1	association
MOV10	PTEN	association
MOV10	TP53	association
MPC1	PKM	association
MPC2	PKM	association
MRE11A	TP53	association
MRGBP	TRRAP	physical-association
MS4A2	PIK3CA	association
MS4A2	PIK3R2	association
MS4A2	PLCG1	physical-association
MS4A2	SHC1	physical-association
MS4A2	SOS1	physical-association
MS4A2	SYK	physical-association
MSH2	MSH3	physical-association
MSH2	MSH6	physical-association
MSH2	PCNA	physical-association
MSH2	PMS2	physical-association
MSH2	POLD1	association
MSH2	POLD2	association
MSH2	POLD3	association
MSH2	POLD4	association
MSH2	RPA1	association
MSH2	RPA2	association
MSH2	RPA3	association
MSH3	PCNA	physical-association
MSH3	PMS2	physical-association
MSH3	POLD1	association
MSH3	POLD2	association
MSH3	POLD3	association
MSH3	POLD4	association
MSH3	RPA1	association
MSH3	RPA2	association
MSH3	RPA3	association
MSH6	PCNA	physical-association
MSH6	PMS2	physical-association
MSH6	POLD1	association
MSH6	POLD2	association
MSH6	POLD3	association
MSH6	POLD4	association
MSH6	RPA1	association
MSH6	RPA2	association
MSH6	RPA3	association
MST4	XIAP	association
MT-ATP6	SLC25A4	association
MT-ATP8	SLC25A4	association
MT-RNR2	PIK3CA	association
MT-RNR2	PIK3R5	association
MT2A	STAT1	association
MTM1	VAC14	association
MTMR2	VAC14	association
MTMR4	SMAD2	physical-association
MTMR4	SMAD3	physical-association
MTMR4	TGFB1	association
MTMR4	TGFBR1	association
MTMR4	TGFBR2	association
MTMR4	VAC14	association
MTMR7	VAC14	association
MTNR1A	PIK3R5	association
MTNR1B	PIK3R5	association
MTOR	PDPK1	association
MTOR	RHEB	physical-association
MTOR	RICTOR	physical-association
MTOR	RPS6	association
MTOR	RPS6KB1	physical-association
MTOR	RPTOR	physical-association
MTOR	THEM4	association
MTOR	TRIB3	association
MTOR	TSC2	association
MVK	NFYB	association
MVK	SP1	association
MX1	STAT1	association
MX2	STAT1	association
MYB	SIN3A	physical-association
MYB	TP53	physical-association
MYBL2	RBL1	association
MYBL2	RBL2	association
MYBPC1	TPM1	physical-association
MYBPC1	VIM	physical-association
MYBPC2	TPM1	physical-association
MYBPC2	VIM	physical-association
MYBPC3	TPM1	physical-association
MYBPC3	VIM	physical-association
MYC	NOTCH1	association
MYC	RBL1	association
MYC	RBPJ	association
MYC	SMAD2	association
MYC	SMAD3	association
MYC	SMAD4	association
MYC	SNW1	association
MYC	TFDP1	association
MYC	TFDP2	association
MYD88	NFKB1	association
MYD88	NFKB2	association
MYD88	NGFR	physical-association
MYD88	SOCS1	association
MYF5	TCF3	physical-association
MYF6	TCF3	physical-association
MYH10	RHOA	physical-association
MYH10	ROCK1	physical-association
MYH11	PXN	physical-association
MYH11	RHOA	physical-association
MYH11	ROCK1	physical-association
MYH11	TLN1	physical-association
MYH11	TPM1	physical-association
MYH14	RHOA	physical-association
MYH14	ROCK1	physical-association
MYH2	RAC1	physical-association
MYH2	RALA	association
MYH3	TPM1	physical-association
MYH3	VIM	physical-association
MYH4	RAC1	association
MYH4	RALA	association
MYH6	TPM1	physical-association
MYH6	VIM	physical-association
MYH8	TPM1	physical-association
MYH8	VIM	physical-association
MYH9	RHOA	physical-association
MYH9	ROCK1	physical-association
MYL1	TPM1	physical-association
MYL1	VIM	physical-association
MYL12A	RAC1	physical-association
MYL12A	SRC	physical-association
MYL12B	PXN	physical-association
MYL12B	RHOA	physical-association
MYL12B	ROCK1	physical-association
MYL12B	TLN1	physical-association
MYL12B	TPM1	physical-association
